Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S63900050,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854512,BPI-025-CO,5.6167641,-75.8626246,2020-01-29,06:36 AM,eBird - Stationary Count,9,1,,,2,,3
S73725101,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9848067,BPI-025-CO,5.6166678,-75.8625148,2020-08-31,06:38 AM,eBird - Stationary Count,11,1,,,1,,,"CN 80, db 40"
S73079600,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9848067,BPI-025-CO,5.6166678,-75.8625148,2020-08-31,07:41 AM,eBird - Stationary Count,10,1,,,2,,3,"CN 37, DB 60"
S81719531,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9848067,BPI-025-CO,5.6166678,-75.8625148,2021-02-16,08:06 AM,eBird - Stationary Count,12,1,,,1,,,DB 45  Cn 60
S83485165,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9848067,BPI-025-CO,5.6166678,-75.8625148,2021-03-10,06:04 AM,eBird - Stationary Count,12,1,,,2,,4,"CN 90, DB 44"
S64175205,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2020-01-28,07:45 AM,eBird - Stationary Count,10,1,,,2,,2
S63884702,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2020-01-28,08:28 AM,eBird - Stationary Count,10,1,,,2
S64175293,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2020-01-29,06:35 AM,eBird - Stationary Count,10,1,,,2
S63900070,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2020-01-29,06:54 AM,eBird - Stationary Count,10,1,,,2
S74248453,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2020-09-29,06:29 AM,eBird - Stationary Count,12,1,,,2,,,"CN 51, DB 60"
S83485522,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2021-03-10,06:20 AM,eBird - Stationary Count,14,1,,,2,,,"CN 90,DB 41"
S92077928,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9848096,BPI-026-CO,5.6163435,-75.861268,2021-07-21,05:53 AM,eBird - Stationary Count,10,1,,,2,,,DB 31
S59872638,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2019-09-17,08:15 AM,eBird - Stationary Count,11,1,,,2,,3
S59872981,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2019-09-17,08:31 AM,eBird - Stationary Count,11,1,,,2
S59945515,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2019-09-20,06:11 AM,eBird - Stationary Count,12,1,,,2
S73653610,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2020-08-28,07:08 AM,eBird - Stationary Count,12,1,,,2,,2,"CN 43, DB 30"
S73951667,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2020-09-23,06:22 AM,eBird - Stationary Count,13,1,,,1,,,"Cn 100, db 31"
S82559178,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2021-02-26,06:26 AM,eBird - Stationary Count,18,1,,,2,,,"CN 70, DB 48"
S82358047,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2021-02-26,07:43 AM,eBird - Stationary Count,10,1,,,2,,,"CN 80, DB 48"
S73726605,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9925820,BPI-028-CO,5.6044914,-75.8578564,2020-08-28,07:14 AM,eBird - Stationary Count,10,1,,,1,,,"CN 25, db 32"
S93025798,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9925820,BPI-028-CO,5.6044914,-75.8578564,2021-08-05,08:02 AM,eBird - Stationary Count,14,1,,,2,,3
S95089022,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9925820,BPI-028-CO,5.6044914,-75.8578564,2021-09-24,08:04 AM,eBird - Stationary Count,10,1,,,2,,,DB 43
S59947083,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2019-09-20,07:48 AM,eBird - Stationary Count,11,1,,,2
S73688298,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2020-09-02,07:26 AM,eBird - Stationary Count,10,1,,,2,,,"CN 43, DB 85"
S82250218,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-02-24,06:30 AM,eBird - Stationary Count,10,1,,,2,,,"CN 50, DB 52"
S82559708,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-02-24,09:04 AM,eBird - Stationary Count,13,1,,,2,,,"CN 70, DB 49"
S92748149,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-08-04,08:55 AM,eBird - Stationary Count,10,1,,,2,,2,DB 48
S59193517,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2019-08-23,07:16 AM,eBird - Stationary Count,14,1,,,2
S59302426,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2019-08-27,06:08 AM,eBird - Stationary Count,11,1,,,2
S59304224,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2019-08-27,07:47 AM,eBird - Stationary Count,15,1,,,2,,2
S73688321,Colombian Chachalaca,Ortalis columbiana,786,6,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2020-09-02,07:52 AM,eBird - Stationary Count,12,1,,,2,,,"CN 47, DB 80"
S73724189,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2020-09-17,05:37 AM,eBird - Stationary Count,12,1,,,2
S82253625,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-02-24,08:15 AM,eBird - Stationary Count,16,1,,,1,,,DB 39  Cn 40
S82559772,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-02-24,08:39 AM,eBird - Stationary Count,11,1,,,2,,,"CN 60, DB 47"
S92752103,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2021-08-04,08:35 AM,eBird - Stationary Count,10,1,,,2,,2,DB 48
S59194597,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2019-08-23,07:50 AM,eBird - Stationary Count,13,1,,,2
S59302235,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2019-08-27,05:43 AM,eBird - Stationary Count,12,1,,,2
S73724668,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2020-09-02,07:35 AM,eBird - Stationary Count,14,1,,,1,,,"CN 50, db 50"
S73724311,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2020-09-17,07:04 AM,eBird - Stationary Count,15,1,,,2,,,"DB 50, DB 60"
S73699327,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2020-09-17,08:30 AM,eBird - Stationary Count,15,1,,,1,,,"Cn 30, dB 34"
S82252412,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2021-02-24,07:50 AM,eBird - Stationary Count,15,1,,,2,,,DB 51  Cn 30
S82559810,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2021-02-24,08:14 AM,eBird - Stationary Count,18,1,,,2,,,"CN 50, DB 49"
S82255057,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2021-02-24,08:43 AM,eBird - Stationary Count,15,1,,,2,,,"CN 60, DB 53"
S84171555,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2021-03-27,06:47 AM,eBird - Stationary Count,15,1,,,1,,,"CN 100, DB 58"
S59193175,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2019-08-23,06:59 AM,eBird - Stationary Count,11,1,,,2
S59303257,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2019-08-27,06:57 AM,eBird - Stationary Count,13,1,,,2
S73688137,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-02,05:54 AM,eBird - Stationary Count,11,1,,,2,,,"CN 49, DB 100"
S73724649,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-02,08:10 AM,eBird - Stationary Count,12,1,,,1,,,"CN 80, db 43"
S73724210,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-17,06:06 AM,eBird - Stationary Count,12,1,,,2,,,"CN 45, DB 90"
S73700845,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-17,09:05 AM,eBird - Stationary Count,19,1,,,1,AC Ave Cantando,,"Cn 30, dB 34"
S82250770,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-02-24,07:00 AM,eBird - Stationary Count,12,1,,,2,,,DB 39  Cn 65
S82255091,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-02-24,08:13 AM,eBird - Stationary Count,13,1,,,2,,,"CN 50, DB 47"
S84173015,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-03-27,07:17 AM,eBird - Stationary Count,15,1,,,2,,,"CN 100, DB 54"
S92741997,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-08-04,06:12 AM,eBird - Stationary Count,7,1,,,2,,,DB 40
S93025887,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-08-04,06:59 AM,eBird - Stationary Count,13,1,,,2,,,"DB, 54"
S92744681,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-08-04,07:28 AM,eBird - Stationary Count,12,1,,,2,,,DB 51
S94600914,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-09-13,07:43 AM,eBird - Stationary Count,12,1,,,2,,2,DB 50
S59193096,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2019-08-23,06:53 AM,eBird - Stationary Count,13,1,,,2,,2
S73688272,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2020-09-02,07:06 AM,eBird - Stationary Count,10,1,,,2,,,"CN 50, DB 100"
S73724293,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2020-09-17,07:34 AM,eBird - Stationary Count,13,1,,,2,,,"CN 40, DB 40"
S73915103,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2020-09-22,06:34 AM,eBird - Stationary Count,13,1,,,1,,,"Cn 90, dB 50"
S92742131,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2021-08-04,06:14 AM,eBird - Stationary Count,10,1,,,2,,,DB 51
S93025893,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2021-08-04,06:33 AM,eBird - Stationary Count,11,1,,,2,,,"DB, 48"
S92744598,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827336,BPI-033-CO,5.5999379,-75.856877,2021-08-04,07:26 AM,eBird - Stationary Count,14,1,,,2,,,DB 44
S73688253,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2020-09-02,06:42 AM,eBird - Stationary Count,11,1,,,2,,,"CN 65, DB 100"
S59180963,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9824282,BPI-036-CO,5.6155924,-75.8253705,2019-08-21,07:49 AM,eBird - Stationary Count,12,1,,,2,,1,BPI-036-CO
S73614651,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9824282,BPI-036-CO,5.6155924,-75.8253705,2020-08-19,06:38 AM,eBird - Stationary Count,10,1,,,2,,1,"CN 40, DB 100"
S59679978,Colombian Chachalaca,Ortalis columbiana,786,5,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-11,06:00 AM,eBird - Stationary Count,10,1,,,2,,2
S59680493,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-11,06:18 AM,eBird - Stationary Count,11,1,,,2,,3
S59705592,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-12,07:00 AM,eBird - Stationary Count,10,1,,,2,,2
S59705764,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-12,07:18 AM,eBird - Stationary Count,11,1,,,2
S66085379,Colombian Chachalaca,Ortalis columbiana,786,6,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2020-03-17,06:27 AM,eBird - Stationary Count,12,1,,,2,,",B"
S66084996,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2020-03-19,08:36 AM,eBird - Stationary Count,13,1,,,2,,",B"
S73730562,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2020-08-25,08:19 AM,eBird - Stationary Count,11,1,,,1,,,"CN 100, db 29"
S73615155,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2020-08-25,08:42 AM,eBird - Stationary Count,10,1,,,2,,,"CN 37, DB 95"
S82304833,Colombian Chachalaca,Ortalis columbiana,786,6,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-02-25,07:12 AM,eBird - Stationary Count,10,1,,,2,,3,"CN 70, DB 49"
S92696007,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9901925,BPI-039-CO,5.5926628,-75.8407686,2021-08-03,05:55 AM,eBird - Stationary Count,10,1,,,2,,,DB 42
S93025924,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9901925,BPI-039-CO,5.5926628,-75.8407686,2021-08-03,08:27 AM,eBird - Stationary Count,14,1,,,2
S59855417,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2019-09-12,06:17 AM,eBird - Stationary Count,11,1,,,2
S92700541,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2021-08-03,07:43 AM,eBird - Stationary Count,11,1,,,2,,,DB 39
S73725011,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2020-09-01,05:49 AM,eBird - Stationary Count,10,1,,,1,AC Ave Cantando,,"CN 70, db 45"
S74242603,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2020-09-24,06:10 AM,eBird - Stationary Count,11,1,,,2,,2,"CN 43, DB 95"
S74242804,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2020-09-24,07:05 AM,eBird - Stationary Count,10,1,,,2,,3,"CN 40, DB 95"
S92700526,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2021-08-03,07:56 AM,eBird - Stationary Count,10,1,,,2,,,DB 33
S94620659,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2021-09-10,08:22 AM,eBird - Stationary Count,10,1,,,2
S94723943,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2021-09-15,07:31 AM,eBird - Stationary Count,10,1,,,2,,,DB 46
S59369064,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2019-08-30,06:20 AM,eBird - Stationary Count,10,1,,,2
S59371850,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2019-08-30,06:47 AM,eBird - Stationary Count,15,1,,,2
S59371860,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2019-08-30,08:05 AM,eBird - Stationary Count,11,1,,,2,,2
S64802733,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2020-02-18,08:29 AM,eBird - Stationary Count,12,1,,,2
S64802717,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2020-02-18,08:48 AM,eBird - Stationary Count,11,1,,,2
S81741681,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-10,07:12 AM,eBird - Stationary Count,16,1,,,2,,3,"DB 47, CN 70"
S80745709,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-10,08:08 AM,eBird - Stationary Count,16,1,,,1,,V,DB 52  CN 60
S80844899,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-10,09:05 AM,PROALAS Point Count (2 bands),10,1,,,2,,,"CN , DB 49"
S83825198,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-23,08:28 AM,eBird - Stationary Count,10,1,,,2
S93868742,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-08-27,07:05 AM,eBird - Stationary Count,14,1,,,2
S93868201,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-08-27,07:25 AM,eBird - Stationary Count,13,1,,,2
S59368826,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2019-08-30,05:57 AM,eBird - Stationary Count,11,1,,,2
S59369076,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2019-08-30,06:14 AM,eBird - Stationary Count,15,1,,,2
S59369850,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2019-08-30,07:14 AM,eBird - Stationary Count,10,1,,,2
S59370266,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2019-08-30,07:39 AM,eBird - Stationary Count,11,1,,,2,,2
S64802688,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-02-18,09:08 AM,eBird - Stationary Count,11,1,,,2
S72470994,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-08-10,07:17 AM,eBird - Stationary Count,13,1,,,2,,,"CN 60, DB 49"
S80844924,Colombian Chachalaca,Ortalis columbiana,786,5,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2021-02-10,09:24 AM,PROALAS Point Count (2 bands),11,1,,,2,,,"CN 30, DB 53"
S59368758,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2019-08-30,05:49 AM,eBird - Stationary Count,12,1,,,2
S59369573,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2019-08-30,06:58 AM,eBird - Stationary Count,10,1,,,2
S59370070,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2019-08-30,07:23 AM,eBird - Stationary Count,10,1,,,2
S72471120,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2020-08-10,08:02 AM,eBird - Stationary Count,10,1,,,2,,,"CN 36, DB 40"
S73724355,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2020-09-07,06:53 AM,eBird - Stationary Count,10,1,,,1,,,"CN 40, db 31"
S93872458,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9854498,BPI-044-CO,5.5983118,-75.87443,2021-08-12,07:39 AM,eBird - Stationary Count,13,1,,,2,,,"DB, 44"
S59503200,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9873125,BPI-045-CO,5.6081335,-75.8653634,2019-09-04,05:41 AM,eBird - Stationary Count,12,1,,,2
S65641738,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9873125,BPI-045-CO,5.6081335,-75.8653634,2020-03-10,06:23 AM,eBird - Stationary Count,10,1,,,2
S73696381,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9873125,BPI-045-CO,5.6081335,-75.8653634,2020-09-17,06:49 AM,eBird - Stationary Count,12,1,,,1,AC Ave Cantando,,"Cn 65, dB 23"
S92786297,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9873125,BPI-045-CO,5.6081335,-75.8653634,2021-08-05,06:00 AM,eBird - Stationary Count,11,1,,,2,,,DB 35
S73726649,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9872461,BPI-047-CO,5.6090492,-75.8673928,2020-08-28,06:11 AM,eBird - Stationary Count,12,1,,,1,,,"CN 40, db 35"
S73951684,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9872461,BPI-047-CO,5.6090492,-75.8673928,2020-09-17,06:24 AM,eBird - Stationary Count,10,1,,,1,,,"Cn 75, dB 39"
S59192190,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2019-08-23,05:39 AM,eBird - Stationary Count,11,1,,,2
S59197804,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2019-08-23,05:56 AM,eBird - Stationary Count,11,1,,,2,,2
S92125310,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-07-22,07:20 AM,eBird - Stationary Count,10,1,,,2,,,54
S93798439,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-08-27,08:08 AM,eBird - Stationary Count,10,1,,,2,,,DB 50
S59173436,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2019-08-22,09:01 AM,eBird - Stationary Count,14,1,,,2
S59192723,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2019-08-23,05:58 AM,eBird - Stationary Count,12,1,,,2
S65442767,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2020-03-03,07:38 AM,eBird - Stationary Count,11,1,,,2,,",S"
S73724155,Colombian Chachalaca,Ortalis columbiana,786,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2020-09-16,09:18 AM,eBird - Stationary Count,12,1,,,2,,,"CN 40, DB 90"
S83175843,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-03-11,06:51 AM,eBird - Stationary Count,12,1,,,2,,,DB 51  Cn 80
S83204636,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-03-11,08:10 AM,eBird - Stationary Count,10,1,,,2,,,"CN 70, DB 64"
S93798447,Colombian Chachalaca,Ortalis columbiana,786,4,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-08-27,08:26 AM,eBird - Stationary Count,10,1,,,2,,,DB 66
S65596145,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9992913,BPI-052-CO,5.588537,-75.8341073,2020-03-07,07:42 AM,eBird - Stationary Count,13,1,,,2,,",S"
S92452428,Colombian Chachalaca,Ortalis columbiana,786,3,CO-ANT,,L9992913,BPI-052-CO,5.588537,-75.8341073,2021-07-29,06:21 AM,eBird - Stationary Count,12,1,,,2,,,"CN,52"
S93707132,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9992913,BPI-052-CO,5.588537,-75.8341073,2021-08-25,07:00 AM,eBird - Stationary Count,10,1,,,2,,,DB 35
S80058900,Colombian Chachalaca,Ortalis columbiana,786,2,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2021-01-29,08:25 AM,eBird - Stationary Count,10,1,,,1,,2,"CN 00, DB 44"
